Gate pass time,Alt license number,Reason
16-05-2018 17:01:05,10184,Standard exit
16-05-2018 17:12:03,10233,Standard exit
16-05-2018 17:13:45,10165,Standard entrance
16-05-2018 17:13:59,10119,Standard entrance
16-05-2018 17:22:02,10143,Standard exit
16-05-2018 17:25:59,10048,Standard exit
16-05-2018 17:40:35,10026,Standard exit
16-05-2018 17:40:51,10077,Standard exit
16-05-2018 17:41:49,10147,Standard exit
16-05-2018 17:42:54,10141,Standard exit
16-05-2018 17:45:04,10149,Standard entrance
16-05-2018 17:48:26,10179,Standard exit
16-05-2018 17:50:05,10028,Standard entrance
16-05-2018 17:53:38,10113,Standard exit
16-05-2018 17:55:13,10216,Standard exit
16-05-2018 18:01:54,10099,Standard exit
16-05-2018 18:12:08,10100,Standard exit
16-05-2018 18:18:24,10259,Standard exit
16-05-2018 18:19:35,10040,Standard exit
16-05-2018 18:34:11,10018,Standard exit
16-05-2018 18:39:59,10120,Standard exit
16-05-2018 18:46:03,10251,Standard entrance
16-05-2018 18:47:43,10095,Standard exit
16-05-2018 18:49:48,10002,Standard exit
16-05-2018 18:53:19,10200,Standard exit
16-05-2018 19:00:11,10121,Standard exit
16-05-2018 19:04:55,10133,Standard exit
16-05-2018 19:06:51,10119,Standard exit
16-05-2018 19:24:43,10163,Standard exit
16-05-2018 19:32:52,10219,Standard exit
16-05-2018 19:58:17,10201,Standard exit
16-05-2018 20:01:58,10003,Standard exit
16-05-2018 20:02:02,10258,Standard exit
16-05-2018 20:04:08,10171,Standard exit
16-05-2018 20:13:52,10122,Standard exit
16-05-2018 20:31:07,10205,Standard exit
16-05-2018 20:38:07,10030,Standard exit
16-05-2018 20:57:38,10149,Standard exit
16-05-2018 21:03:11,10090,Standard exit
16-05-2018 21:03:25,10118,Standard exit
16-05-2018 21:29:47,10032,Standard exit
16-05-2018 21:40:11,10028,Standard exit
16-05-2018 21:55:40,10290,Standard exit
16-05-2018 22:33:01,10274,Standard exit
16-05-2018 22:36:36,10025,Standard exit
16-05-2018 22:41:24,10251,Standard exit
17-05-2018 00:22:33,10165,Unauthorized this day
17-05-2018 00:24:00,10165,Guard open
17-05-2018 01:00:38,10096,Parking lot cleaning
17-05-2018 07:13:53,10152,Standard entrance
17-05-2018 07:24:03,10253,Standard entrance
17-05-2018 07:24:31,10048,Standard entrance
17-05-2018 07:26:42,10193,Standard entrance
17-05-2018 07:26:56,10237,Standard entrance
17-05-2018 07:31:39,10230,Standard entrance
17-05-2018 07:32:30,10052,Unauthorized this day
17-05-2018 07:33:23,10052,Guard open
17-05-2018 07:35:09,10077,Standard entrance
17-05-2018 07:40:11,10151,Standard entrance
17-05-2018 07:43:49,10282,Standard entrance
17-05-2018 07:45:33,10099,Standard entrance
17-05-2018 07:46:57,10164,Unauthorized this day
17-05-2018 07:47:54,10164,Guard open
17-05-2018 07:48:04,10121,Standard entrance
17-05-2018 07:52:02,10087,Standard entrance
17-05-2018 07:52:32,10268,Standard entrance
17-05-2018 07:53:08,10268,Guard open
17-05-2018 07:53:57,10285,Standard entrance
17-05-2018 08:01:53,10118,Standard entrance
17-05-2018 08:12:59,10181,Standard entrance
17-05-2018 08:20:18,10217,Standard entrance
17-05-2018 08:35:21,10232,Standard entrance
17-05-2018 08:36:46,10075,Standard entrance
17-05-2018 08:40:10,10141,Standard entrance
17-05-2018 08:50:12,10258,Standard entrance
17-05-2018 08:53:17,10069,Standard entrance
17-05-2018 08:58:25,10264,Standard entrance
17-05-2018 09:27:49,10198,Standard entrance
17-05-2018 09:28:05,10238,Standard entrance
17-05-2018 09:32:21,10003,Standard entrance
17-05-2018 09:40:53,10240,Standard entrance
17-05-2018 09:50:08,10233,Standard entrance
17-05-2018 10:04:36,10124,Standard entrance
17-05-2018 10:11:39,10285,Standard exit
17-05-2018 10:19:53,10199,Standard entrance
17-05-2018 10:22:46,10199,Guard open
17-05-2018 10:28:12,10218,Standard entrance
17-05-2018 10:34:55,10179,Standard entrance
17-05-2018 10:41:01,10133,Standard entrance
17-05-2018 10:48:01,10094,Standard entrance
17-05-2018 10:51:48,10094,Guard open
17-05-2018 10:51:54,10094,Guard open
17-05-2018 10:51:55,10094,Guard open
17-05-2018 10:51:56,10094,Guard open
17-05-2018 10:51:59,10094,Guard open
17-05-2018 10:52:27,10094,Guard open
17-05-2018 10:52:28,10094,Guard open
17-05-2018 10:56:40,10207,Standard entrance
17-05-2018 10:56:57,10216,Standard entrance
17-05-2018 11:00:47,10207,Standard exit
17-05-2018 11:03:29,10237,Standard exit
17-05-2018 11:05:07,10203,Standard entrance
17-05-2018 11:25:52,10155,Standard entrance
17-05-2018 11:33:15,10180,Standard entrance
17-05-2018 11:35:06,10274,Unauthorized this day
17-05-2018 11:35:45,10274,Guard open
17-05-2018 11:42:17,10205,Standard entrance
17-05-2018 11:48:45,10147,Standard entrance
17-05-2018 11:49:38,10067,Unauthorized this day
17-05-2018 11:55:36,10018,Unauthorized this day
17-05-2018 11:57:22,10018,Guard open
17-05-2018 11:57:29,10072,Standard entrance
17-05-2018 11:59:45,10067,Unauthorized this day
17-05-2018 12:02:12,10067,Standard entrance
17-05-2018 12:02:57,10082,Standard entrance
17-05-2018 12:04:26,10052,Standard exit
17-05-2018 12:05:00,10198,Standard exit
17-05-2018 12:11:37,10151,Standard exit
17-05-2018 12:13:27,10237,Standard entrance
17-05-2018 12:23:31,10048,Standard exit
17-05-2018 12:26:44,10233,Standard exit
17-05-2018 12:34:21,10075,Standard exit
17-05-2018 12:38:43,10025,Standard entrance
17-05-2018 12:48:03,10087,Standard exit
17-05-2018 12:48:24,10122,Standard entrance
17-05-2018 12:54:13,10003,Standard exit
17-05-2018 12:57:33,10048,Standard entrance
17-05-2018 13:00:48,10048,Guard open
17-05-2018 13:01:53,10069,Standard exit
17-05-2018 13:02:11,10048,Guard open
17-05-2018 13:06:56,10268,Standard exit
17-05-2018 13:38:11,10214,Standard entrance
17-05-2018 13:38:34,10268,Guard open
17-05-2018 13:42:27,10217,Standard exit
17-05-2018 13:52:21,10057,Standard entrance
17-05-2018 14:01:40,10062,Standard entrance
17-05-2018 14:08:42,10003,Standard entrance
17-05-2018 14:14:26,10237,Standard exit
17-05-2018 14:38:26,10077,Standard exit
17-05-2018 14:39:54,10089,Standard entrance
17-05-2018 14:40:20,10118,Standard exit
17-05-2018 14:46:13,10100,Standard entrance
17-05-2018 14:49:32,10285,Standard entrance
17-05-2018 14:55:29,10205,Standard exit
17-05-2018 15:01:08,10180,Standard exit
17-05-2018 15:02:29,10122,Standard exit
17-05-2018 15:13:35,10141,Standard exit
17-05-2018 15:20:27,10238,Standard exit
17-05-2018 15:31:19,10025,Standard exit
17-05-2018 15:40:32,10067,Standard exit
17-05-2018 15:44:13,10004,Standard entrance
17-05-2018 15:57:48,10018,Standard exit
17-05-2018 15:57:57,10181,Standard exit
17-05-2018 15:59:57,10003,Standard entrance
17-05-2018 16:05:14,10253,Standard exit
17-05-2018 16:07:23,10239,Standard entrance
17-05-2018 16:12:37,10114,Standard entrance
17-05-2018 16:43:58,10043,Standard entrance
17-05-2018 16:52:38,10230,Standard exit
17-05-2018 16:53:20,10285,Standard exit
17-05-2018 17:07:39,10099,Standard exit
17-05-2018 17:09:12,10276,Standard exit
17-05-2018 17:13:50,10216,Standard exit
17-05-2018 17:27:05,10072,Standard exit
17-05-2018 17:53:27,10264,Standard exit
17-05-2018 17:55:06,10265,Standard entrance
17-05-2018 18:03:18,10265,Standard exit
17-05-2018 18:10:21,10133,Standard exit
17-05-2018 18:12:54,10282,Standard exit
17-05-2018 18:19:35,10124,Standard exit
17-05-2018 18:22:17,10232,Standard exit
17-05-2018 18:24:05,10152,Standard exit
17-05-2018 18:30:20,10121,Standard exit
17-05-2018 18:37:06,10214,Standard exit
17-05-2018 18:46:43,10240,Standard exit
17-05-2018 18:51:13,10218,Standard exit
17-05-2018 19:01:06,10203,Standard exit
17-05-2018 19:05:28,10147,Standard exit
17-05-2018 19:05:33,10062,Standard exit
17-05-2018 19:08:00,10258,Standard exit
17-05-2018 19:18:34,10239,Standard exit
17-05-2018 19:28:17,10112,Standard entrance
17-05-2018 19:40:49,10211,Standard entrance
17-05-2018 19:51:10,10192,Standard entrance
17-05-2018 19:52:34,10155,Standard exit
17-05-2018 20:02:26,10207,Standard entrance
17-05-2018 20:05:01,10207,Standard exit
17-05-2018 20:09:09,10094,Standard exit
17-05-2018 20:20:20,10112,Standard exit
17-05-2018 20:21:52,10043,Standard exit
17-05-2018 20:26:39,10100,Standard exit
17-05-2018 20:36:18,10199,Standard exit
17-05-2018 20:37:25,10003,Standard exit
17-05-2018 20:38:17,10179,Standard exit
17-05-2018 20:41:16,10207,Guard open
17-05-2018 20:41:17,10207,Guard open
17-05-2018 20:41:18,10207,Guard open
17-05-2018 20:41:19,10207,Guard open
17-05-2018 20:41:20,10207,Guard open
17-05-2018 20:41:21,10207,Guard open
17-05-2018 20:41:22,10207,Guard open
17-05-2018 20:41:23,10207,Guard open
17-05-2018 20:41:24,10207,Guard open
17-05-2018 20:41:25,10207,Guard open
17-05-2018 20:41:26,10207,Guard open
17-05-2018 20:41:27,10207,Guard open
17-05-2018 20:41:28,10207,Guard open
17-05-2018 20:41:29,10207,Guard open
17-05-2018 20:41:30,10207,Guard open
17-05-2018 20:47:55,10004,Standard exit
17-05-2018 20:52:28,10082,Standard exit
17-05-2018 21:13:35,10114,Standard exit
17-05-2018 21:30:06,10211,Standard exit
17-05-2018 21:31:23,10164,Standard exit
17-05-2018 21:41:04,10193,Standard exit
17-05-2018 21:42:11,10048,Standard exit
17-05-2018 21:57:16,10071,Standard exit
17-05-2018 22:00:27,10089,Standard exit
17-05-2018 22:00:40,10192,Standard exit
17-05-2018 22:10:56,10057,Standard exit
17-05-2018 23:03:02,10274,Standard exit
18-05-2018 01:00:38,10207,Parking lot cleaning
18-05-2018 06:15:13,10026,Standard entrance
18-05-2018 06:29:05,10274,Standard entrance
18-05-2018 07:22:09,10093,Standard entrance
18-05-2018 07:31:47,10231,Standard entrance
18-05-2018 07:38:07,10266,Standard entrance
18-05-2018 07:46:49,10044,Standard entrance
18-05-2018 07:51:01,10071,Standard entrance
18-05-2018 07:51:53,10101,Standard entrance
18-05-2018 07:53:28,10147,Standard entrance
18-05-2018 07:54:35,10041,Standard entrance
18-05-2018 08:01:21,10098,Standard entrance
18-05-2018 08:01:52,10092,Standard entrance
18-05-2018 08:03:24,10092,Guard open
18-05-2018 08:03:25,10092,Guard open
18-05-2018 08:03:26,10092,Guard open
18-05-2018 08:05:28,10195,Standard entrance
18-05-2018 08:06:03,10175,Standard entrance
18-05-2018 08:08:20,10069,Standard entrance
18-05-2018 08:12:30,10103,Standard entrance
18-05-2018 09:00:49,10233,Standard entrance
18-05-2018 09:36:57,10226,Standard entrance
18-05-2018 10:05:40,10226,Standard exit
18-05-2018 10:15:56,10226,Guard open
18-05-2018 10:15:57,10226,Guard open
18-05-2018 10:15:58,10226,Guard open
18-05-2018 10:15:59,10226,Guard open
18-05-2018 10:16:00,10226,Guard open
18-05-2018 10:16:01,10226,Guard open
18-05-2018 10:16:02,10226,Guard open
18-05-2018 10:16:03,10226,Guard open
18-05-2018 10:16:04,10226,Guard open
18-05-2018 10:16:05,10226,Guard open
18-05-2018 10:16:06,10226,Guard open
18-05-2018 10:16:07,10226,Guard open
18-05-2018 10:16:08,10226,Guard open
18-05-2018 10:16:09,10226,Guard open
18-05-2018 10:16:10,10226,Guard open
18-05-2018 10:16:11,10226,Guard open
18-05-2018 10:16:12,10226,Guard open
18-05-2018 10:16:13,10226,Guard open
18-05-2018 10:16:14,10226,Guard open
18-05-2018 10:35:12,10092,Standard exit
18-05-2018 10:50:38,10266,Standard exit
18-05-2018 11:02:51,10231,Standard exit
18-05-2018 11:03:35,10195,Standard exit
18-05-2018 11:15:47,10041,Standard exit
18-05-2018 11:44:47,10093,Standard exit
18-05-2018 11:48:25,10069,Standard exit
18-05-2018 12:45:03,10071,Standard exit
18-05-2018 12:45:29,10098,Standard exit
18-05-2018 12:58:39,10101,Standard exit
18-05-2018 13:16:02,10233,Standard exit
18-05-2018 13:25:59,10103,Standard exit
18-05-2018 13:35:40,10147,Standard exit
18-05-2018 13:43:14,10175,Standard exit
18-05-2018 14:09:44,10044,Standard exit
18-05-2018 14:09:49,10026,Standard exit
18-05-2018 14:49:46,10274,Standard exit
18-05-2018 15:10:14,10096,Standard exit
19-05-2018 01:00:47,10226,Parking lot cleaning
21-05-2018 06:45:20,10172,Unauthorized this day
21-05-2018 06:45:21,10172,Guard open
21-05-2018 06:45:22,10172,Guard open
21-05-2018 06:45:23,10172,Guard open
21-05-2018 06:45:24,10172,Guard open
21-05-2018 06:45:25,10172,Guard open
21-05-2018 06:45:26,10172,Guard open
21-05-2018 06:45:27,10172,Guard open
21-05-2018 06:45:28,10172,Guard open
21-05-2018 06:45:29,10172,Guard open
21-05-2018 06:45:30,10172,Guard open
21-05-2018 06:45:31,10172,Guard open
21-05-2018 06:45:32,10172,Guard open
21-05-2018 06:45:33,10172,Guard open
21-05-2018 06:45:34,10172,Guard open
21-05-2018 06:45:35,10172,Guard open
21-05-2018 07:05:36,10193,Standard entrance
21-05-2018 07:05:43,10193,Guard open
21-05-2018 07:05:44,10193,Guard open
21-05-2018 07:05:45,10193,Guard open
21-05-2018 07:05:46,10193,Guard open
21-05-2018 07:05:47,10193,Guard open
21-05-2018 07:05:48,10193,Guard open
21-05-2018 07:05:49,10193,Guard open
21-05-2018 07:05:50,10193,Guard open
21-05-2018 07:05:51,10193,Guard open
21-05-2018 07:05:52,10193,Guard open
21-05-2018 07:05:53,10193,Guard open
21-05-2018 07:05:54,10193,Guard open
21-05-2018 07:05:55,10193,Guard open
21-05-2018 07:05:56,10193,Guard open
21-05-2018 07:16:51,10048,Standard entrance
21-05-2018 07:16:58,10258,Standard entrance
21-05-2018 07:30:31,10253,Standard entrance
21-05-2018 07:40:20,10075,Standard entrance
21-05-2018 07:40:38,10026,Standard entrance
21-05-2018 07:43:39,10071,Standard entrance
21-05-2018 07:45:45,10152,Standard entrance
21-05-2018 07:47:38,10009,Standard entrance
21-05-2018 07:48:42,10099,Standard entrance
21-05-2018 07:50:24,10066,Standard entrance
21-05-2018 07:50:41,10184,Standard entrance
21-05-2018 07:54:49,10121,Standard entrance
21-05-2018 08:04:17,10124,Standard entrance
21-05-2018 08:07:23,10268,Standard entrance
21-05-2018 08:30:26,10201,Standard entrance
21-05-2018 08:32:38,10181,Standard entrance
21-05-2018 08:39:08,10179,Standard entrance
21-05-2018 08:48:20,10232,Standard entrance
21-05-2018 08:48:35,10264,Standard entrance
21-05-2018 09:00:15,10163,Standard entrance
21-05-2018 09:16:48,10171,Standard entrance
21-05-2018 09:20:09,10036,Standard entrance
21-05-2018 09:22:01,10203,Standard entrance
21-05-2018 09:26:43,10003,Standard entrance
21-05-2018 09:31:49,10026,Standard exit
21-05-2018 09:35:32,10072,Standard entrance
21-05-2018 09:37:06,10219,Standard entrance
21-05-2018 09:38:38,10156,Standard entrance
21-05-2018 09:48:59,10069,Standard entrance
21-05-2018 09:51:53,10064,Standard entrance
21-05-2018 10:00:13,10268,Standard exit
21-05-2018 10:01:34,10251,Standard entrance
21-05-2018 10:06:57,10025,Standard entrance
21-05-2018 10:18:34,10087,Standard entrance
21-05-2018 10:33:13,10094,Standard entrance
21-05-2018 10:34:04,10100,Standard entrance
21-05-2018 10:43:34,10216,Standard entrance
21-05-2018 10:45:23,10030,Standard entrance
21-05-2018 11:04:04,10106,Standard entrance
21-05-2018 11:14:07,10046,Standard entrance
21-05-2018 11:28:10,10286,Standard entrance
21-05-2018 11:40:36,10026,Standard entrance
21-05-2018 11:43:36,10284,Unauthorized this day
21-05-2018 11:43:40,10284,Guard open
21-05-2018 11:53:24,10097,Standard entrance
21-05-2018 11:59:25,10193,Standard exit
21-05-2018 12:00:46,10071,Standard exit
21-05-2018 12:02:23,10205,Standard entrance
21-05-2018 12:10:53,10156,Standard exit
21-05-2018 12:41:56,10100,Standard exit
21-05-2018 12:49:09,10193,Standard entrance
21-05-2018 12:54:02,10009,Standard exit
21-05-2018 13:03:24,10214,Standard entrance
21-05-2018 13:07:23,10064,Standard exit
21-05-2018 13:31:14,10214,Guard open
21-05-2018 13:31:16,10214,Guard open
21-05-2018 13:42:18,10127,Standard entrance
21-05-2018 13:48:52,10090,Standard entrance
21-05-2018 13:51:35,10069,Standard exit
21-05-2018 13:52:09,10122,Standard entrance
21-05-2018 14:01:11,10284,Standard exit
21-05-2018 14:03:22,10217,Standard entrance
21-05-2018 14:10:01,10026,Standard exit
21-05-2018 14:24:09,10052,Standard entrance
21-05-2018 14:32:22,10106,Standard exit
21-05-2018 14:40:02,10003,Standard entrance
21-05-2018 14:43:38,10163,Standard exit
21-05-2018 15:00:08,10276,Standard entrance
21-05-2018 15:03:42,10251,Standard exit
21-05-2018 15:09:26,10072,Standard exit
21-05-2018 15:12:57,10078,Standard entrance
21-05-2018 15:28:43,10172,Standard exit
21-05-2018 15:37:03,10016,Standard entrance
21-05-2018 15:39:02,10255,Standard entrance
21-05-2018 15:47:48,10181,Standard exit
21-05-2018 15:57:26,10097,Standard exit
21-05-2018 16:02:07,10201,Standard exit
21-05-2018 16:04:22,10203,Standard exit
21-05-2018 16:06:53,10253,Standard exit
21-05-2018 16:06:56,10274,Standard entrance
21-05-2018 16:08:25,10286,Standard exit
21-05-2018 16:09:59,10124,Standard exit
21-05-2018 16:16:20,10031,Standard entrance
21-05-2018 16:19:44,10140,Standard entrance
21-05-2018 16:23:54,10099,Standard exit
21-05-2018 16:25:08,10193,Standard exit
21-05-2018 16:26:40,10095,Standard entrance
21-05-2018 16:27:52,10161,Standard entrance
21-05-2018 16:28:09,10016,Standard exit
21-05-2018 16:30:01,10194,Standard entrance
21-05-2018 16:32:08,10141,Standard entrance
21-05-2018 16:40:28,10217,Standard exit
21-05-2018 16:45:33,10026,Standard entrance
21-05-2018 16:47:21,10097,Standard entrance
21-05-2018 16:49:01,10171,Standard exit
21-05-2018 16:49:26,10094,Standard exit
21-05-2018 16:58:12,10214,Standard exit
21-05-2018 16:58:20,10030,Standard exit
21-05-2018 17:04:38,10204,Standard entrance
21-05-2018 17:19:36,10066,Standard exit
21-05-2018 17:36:29,10121,Standard exit
21-05-2018 17:38:02,10219,Standard exit
21-05-2018 17:48:03,10216,Standard exit
21-05-2018 17:48:42,10264,Standard exit
21-05-2018 17:53:47,10048,Standard exit
21-05-2018 17:58:48,10122,Standard exit
21-05-2018 18:01:45,10122,Guard open
21-05-2018 18:02:49,10232,Standard exit
21-05-2018 18:06:13,10276,Standard exit
21-05-2018 18:08:54,10075,Standard exit
21-05-2018 18:10:14,10075,Guard open
21-05-2018 18:14:04,10152,Standard exit
21-05-2018 18:20:33,10052,Standard exit
21-05-2018 18:28:29,10133,Standard entrance
21-05-2018 18:36:17,10026,Standard exit
21-05-2018 18:42:39,10251,Standard entrance
21-05-2018 18:43:25,10148,Standard entrance
21-05-2018 18:52:44,10031,Standard exit
21-05-2018 18:52:49,10194,Standard exit
21-05-2018 18:54:58,10179,Standard exit
21-05-2018 18:57:38,10184,Standard exit
21-05-2018 18:57:41,10088,Standard entrance
21-05-2018 19:01:18,10097,Standard exit
21-05-2018 19:01:31,10205,Standard exit
21-05-2018 19:01:37,10046,Standard exit
21-05-2018 19:10:55,10100,Standard entrance
21-05-2018 19:29:26,10100,Standard exit
21-05-2018 19:35:06,10100,Guard open
21-05-2018 19:35:12,10258,Standard exit
21-05-2018 19:35:19,10003,Standard exit
21-05-2018 19:43:19,10097,Standard exit
21-05-2018 19:49:15,10133,Standard exit
21-05-2018 19:54:37,10095,Standard exit
21-05-2018 20:12:05,10204,Standard exit
21-05-2018 20:25:37,10141,Standard exit
21-05-2018 20:33:29,10078,Standard exit
21-05-2018 20:37:27,10087,Standard exit
21-05-2018 20:49:32,10036,Standard exit
21-05-2018 20:51:58,10148,Standard exit
21-05-2018 20:54:38,10088,Standard exit
21-05-2018 21:34:08,10251,Standard exit
21-05-2018 21:50:14,10025,Standard exit
21-05-2018 21:51:53,10161,Standard exit
21-05-2018 21:59:39,10090,Standard exit
21-05-2018 22:06:11,10140,Standard exit
21-05-2018 22:11:57,10255,Standard exit
21-05-2018 22:14:00,10127,Standard exit
21-05-2018 23:01:21,10274,Standard exit
22-05-2018 07:17:34,10113,Standard entrance
22-05-2018 07:20:06,10193,Standard entrance
22-05-2018 07:25:48,10152,Standard entrance
22-05-2018 07:28:45,10040,Standard entrance
22-05-2018 07:29:22,10048,Standard entrance
22-05-2018 07:32:08,10046,Standard entrance
22-05-2018 07:32:15,10025,Standard entrance
22-05-2018 07:35:25,10121,Standard entrance
22-05-2018 07:35:38,10077,Standard entrance
22-05-2018 07:40:34,10106,Standard entrance
22-05-2018 07:47:06,10253,Standard entrance
22-05-2018 07:52:27,10124,Standard entrance
22-05-2018 07:55:51,10184,Standard entrance
22-05-2018 07:55:57,10282,Standard entrance
22-05-2018 07:57:32,10099,Standard entrance
22-05-2018 08:05:17,10214,Standard entrance
22-05-2018 08:05:24,10147,Standard entrance
22-05-2018 08:08:57,10186,Standard entrance
22-05-2018 08:19:01,10181,Standard entrance
22-05-2018 08:23:49,10059,Standard entrance
22-05-2018 08:35:45,10080,Standard entrance
22-05-2018 08:37:16,10264,Standard entrance
22-05-2018 08:50:40,10179,Standard entrance
22-05-2018 08:52:03,10122,Standard entrance
22-05-2018 08:52:10,10030,Standard entrance
22-05-2018 08:53:07,10226,Standard entrance
22-05-2018 08:56:45,10258,Standard entrance
22-05-2018 09:06:40,10087,Standard entrance
22-05-2018 09:10:24,10036,Standard entrance
22-05-2018 09:12:07,10219,Standard entrance
22-05-2018 09:20:35,10066,Standard entrance
22-05-2018 09:30:44,10201,Standard entrance
22-05-2018 09:46:49,10141,Standard entrance
22-05-2018 09:52:27,10255,Standard entrance
22-05-2018 09:53:26,10026,Standard entrance
22-05-2018 10:03:28,10210,Standard entrance
22-05-2018 10:10:38,10218,Standard entrance
22-05-2018 10:15:22,10193,Standard exit
22-05-2018 10:16:51,10217,Standard entrance
22-05-2018 10:17:16,10003,Standard entrance
22-05-2018 11:00:12,10080,Standard exit
22-05-2018 11:09:26,10089,Standard entrance
22-05-2018 11:10:15,10238,Standard entrance
22-05-2018 11:14:37,10186,Standard exit
22-05-2018 11:21:25,10024,Standard entrance
22-05-2018 11:21:59,10207,Standard entrance
22-05-2018 11:25:09,10207,Standard exit
22-05-2018 11:28:39,10240,Standard entrance
22-05-2018 11:29:11,10214,Standard exit
22-05-2018 11:29:59,10026,Standard exit
22-05-2018 11:36:06,10184,Standard exit
22-05-2018 11:38:35,10216,Standard entrance
22-05-2018 11:50:10,10018,Unauthorized this day
22-05-2018 11:50:54,10018,Guard open
22-05-2018 11:53:03,10142,Standard entrance
22-05-2018 11:53:52,10059,Standard exit
22-05-2018 11:54:24,10236,Standard entrance
22-05-2018 11:56:32,10025,Standard exit
22-05-2018 12:06:00,10236,Guard open
22-05-2018 12:06:02,10236,Guard open
22-05-2018 12:10:27,10201,Standard exit
22-05-2018 12:11:18,10030,Standard exit
22-05-2018 12:18:22,10057,Standard entrance
22-05-2018 12:38:36,10273,Standard entrance
22-05-2018 12:40:58,10268,Standard entrance
22-05-2018 12:56:44,10087,Standard exit
22-05-2018 13:07:06,10204,Standard entrance
22-05-2018 13:08:06,10238,Standard exit
22-05-2018 13:23:40,10282,Standard exit
22-05-2018 13:25:57,10286,Standard entrance
22-05-2018 13:27:50,10122,Standard exit
22-05-2018 13:59:09,10172,Standard entrance
22-05-2018 14:01:52,10090,Standard entrance
22-05-2018 14:08:13,10203,Standard entrance
22-05-2018 14:09:57,10046,Standard exit
22-05-2018 14:21:44,10040,Standard exit
22-05-2018 14:25:25,10259,Standard entrance
22-05-2018 14:29:14,10006,Standard entrance
22-05-2018 14:29:54,10230,Standard entrance
22-05-2018 14:31:48,10216,Standard exit
22-05-2018 14:37:52,10217,Standard exit
22-05-2018 14:44:57,10077,Standard exit
22-05-2018 14:58:38,10141,Standard exit
22-05-2018 15:03:52,10164,Standard entrance
22-05-2018 15:15:13,10142,Standard exit
22-05-2018 15:16:39,10078,Standard entrance
22-05-2018 15:22:09,10262,Standard entrance
22-05-2018 15:22:12,10124,Standard exit
22-05-2018 15:34:14,10262,Guard open
22-05-2018 15:37:03,10026,Standard entrance
22-05-2018 15:38:50,10066,Standard exit
22-05-2018 15:40:59,10253,Standard exit
22-05-2018 15:42:15,10102,Standard entrance
22-05-2018 15:53:05,10226,Standard exit
22-05-2018 15:55:13,10181,Standard exit
22-05-2018 16:02:42,10056,Standard entrance
22-05-2018 16:03:16,10274,Standard entrance
22-05-2018 16:05:27,10106,Standard exit
22-05-2018 16:11:13,10240,Standard exit
22-05-2018 16:11:56,10286,Standard exit
22-05-2018 16:16:27,10107,Standard entrance
22-05-2018 16:17:35,10036,Standard exit
22-05-2018 16:19:21,10201,Standard entrance
22-05-2018 16:28:26,10018,Standard exit
22-05-2018 16:30:38,10185,Standard entrance
22-05-2018 16:34:06,10147,Standard exit
22-05-2018 16:35:03,10262,Standard exit
22-05-2018 16:40:29,10264,Standard exit
22-05-2018 16:45:25,10210,Standard exit
22-05-2018 16:46:33,10069,Standard entrance
22-05-2018 16:51:52,10112,Standard entrance
22-05-2018 16:54:09,10099,Standard exit
22-05-2018 16:57:06,10290,Standard entrance
22-05-2018 16:57:23,10199,Standard entrance
22-05-2018 16:57:44,10006,Standard exit
22-05-2018 17:06:17,10027,Standard entrance
22-05-2018 17:15:41,10102,Standard exit
22-05-2018 17:22:02,10207,Standard entrance
22-05-2018 17:32:31,10150,Standard entrance
22-05-2018 17:35:03,10207,Standard exit
22-05-2018 17:56:12,10121,Standard exit
22-05-2018 18:10:55,10273,Standard exit
22-05-2018 18:11:10,10026,Standard exit
22-05-2018 18:14:38,10252,Standard entrance
22-05-2018 18:14:43,10113,Standard exit
22-05-2018 18:30:53,10258,Standard exit
22-05-2018 18:39:27,10255,Standard exit
22-05-2018 18:47:37,10069,Standard exit
22-05-2018 18:54:17,10160,Standard entrance
22-05-2018 18:54:42,10279,Standard entrance
22-05-2018 18:56:05,10075,Standard entrance
22-05-2018 18:58:12,10218,Standard exit
22-05-2018 19:04:27,10204,Standard exit
22-05-2018 19:09:52,10048,Standard exit
22-05-2018 19:14:33,10056,Standard exit
22-05-2018 19:14:50,10059,Standard entrance
22-05-2018 19:27:14,10201,Standard exit
22-05-2018 19:40:16,10219,Standard exit
22-05-2018 19:45:50,10027,Standard exit
22-05-2018 19:45:54,10075,Standard exit
22-05-2018 19:46:03,10160,Standard exit
22-05-2018 19:54:25,10152,Standard exit
22-05-2018 19:57:35,10141,Standard entrance
22-05-2018 20:02:31,10059,Standard exit
22-05-2018 20:11:31,10230,Standard exit
22-05-2018 20:12:22,10112,Standard exit
22-05-2018 20:17:23,10024,Standard exit
22-05-2018 20:29:01,10199,Standard exit
22-05-2018 20:35:46,10057,Standard exit
22-05-2018 20:38:35,10078,Standard exit
22-05-2018 20:39:54,10236,Standard exit
22-05-2018 20:44:06,10185,Standard exit
22-05-2018 20:46:37,10150,Standard exit
22-05-2018 20:47:26,10252,Standard exit
22-05-2018 20:47:36,10090,Standard exit
22-05-2018 21:01:51,10164,Standard exit
22-05-2018 21:02:53,10290,Standard exit
22-05-2018 21:04:27,10089,Standard exit
22-05-2018 21:07:55,10203,Standard exit
22-05-2018 21:10:55,10268,Standard exit
22-05-2018 21:21:55,10259,Standard exit
22-05-2018 21:29:33,10107,Standard exit
22-05-2018 21:38:54,10141,Standard exit
22-05-2018 22:01:01,10179,Standard exit
22-05-2018 22:43:04,10172,Standard exit
22-05-2018 22:56:21,10274,Standard exit
